pslFOdist,1.35288,0.689887,0.219331,DZ300500,CFSR,FA_AS
wcFOmag,1.10236,0.320032,0.240705,DZ300500,CFSR,FA_AS
trajMinLen,0.895658,0.21724,0.201826,DZ300500,CFSR,FA_AS
maxLat,0.549586,0.205519,0.111168,DZ300500,CFSR,FA_AS
wcFOdist,0.488884,0.190103,0.097203,DZ300500,CFSR,FA_AS
pslFOmag,0.364701,0.126407,0.075902,DZ300500,CFSR,FA_AS
wcOffset,0.275039,0.096477,0.057007,DZ300500,CFSR,FA_AS
minWind,0.178907,0.058598,0.037901,DZ300500,CFSR,FA_AS
trajMaxGap,0.0864912,0.03444,0.017001,DZ300500,CFSR,FA_AS
trajRange,0.0679022,0.024814,0.013863,DZ300500,CFSR,FA_AS
mergeDist,0.0219314,0.008825,0.004288,DZ300500,CFSR,FA_AS
maxTopo,0.0117322,0.004167,0.002421,DZ300500,CFSR,FA_AS
