wcFOmag,1.41421,0.463709,0.300533,DZ400500,JRA,FA_AS
pslFOdist,0.703911,0.265169,0.12336,DZ400500,JRA,FA_AS
trajMinLen,0.595116,0.171679,0.140028,DZ400500,JRA,FA_AS
wcFOdist,0.444932,0.162963,0.082007,DZ400500,JRA,FA_AS
maxLat,0.391988,0.151992,0.06461,DZ400500,JRA,FA_AS
wcOffset,0.223025,0.082628,0.040308,DZ400500,JRA,FA_AS
pslFOmag,0.0807906,0.026349,0.01726,DZ400500,JRA,FA_AS
minWind,0.0388437,0.015257,0.006205,DZ400500,JRA,FA_AS
trajMaxGap,0.03797,0.015361,0.005577,DZ400500,JRA,FA_AS
trajRange,0.0220156,0.00865,0.003514,DZ400500,JRA,FA_AS
mergeDist,0.019752,0.008113,0.002755,DZ400500,JRA,FA_AS
maxTopo,0.00692351,0.002759,0.001064,DZ400500,JRA,FA_AS
