pslFOdist,1.30181,0.681428,0.242993,T500,CFSR,FA_AS
wcFOmag,1.11238,0.332014,0.291537,T500,CFSR,FA_AS
trajMinLen,0.883298,0.220044,0.239689,T500,CFSR,FA_AS
wcFOdist,0.62158,0.252451,0.145509,T500,CFSR,FA_AS
maxLat,0.503574,0.196906,0.120235,T500,CFSR,FA_AS
wcOffset,0.390936,0.154409,0.092874,T500,CFSR,FA_AS
pslFOmag,0.371308,0.153078,0.086191,T500,CFSR,FA_AS
minWind,0.159617,0.060438,0.038689,T500,CFSR,FA_AS
trajMaxGap,0.108841,0.050415,0.023273,T500,CFSR,FA_AS
trajRange,0.0883773,0.038566,0.019789,T500,CFSR,FA_AS
mergeDist,0.0284739,0.013104,0.006122,T500,CFSR,FA_AS
maxTopo,0.0109956,0.004776,0.00247,T500,CFSR,FA_AS
